locale,lat,lng
"Washoe, Nevada",40.5608387,-119.6035495
"White Pine, Nevada",39.5564495,-114.524264
"Belknap, New Hampshire",43.5024246,-71.4073938
"Carroll, New Hampshire",44.297676,-71.5427968
"Cheshire, New Hampshire",42.9259375,-72.236379
"Coos, New Hampshire",44.7288907,-71.27872669999999
"Grafton, New Hampshire",43.561127,-71.947327
"Hillsborough, New Hampshire",43.114728,-71.895049
"Merrimack, New Hampshire",42.8678693,-71.49483219999999
"Rockingham, New Hampshire",42.9931261,-71.0497768
"Strafford, New Hampshire",43.3270251,-71.184232
"Sullivan, New Hampshire",43.01313529999999,-72.2209182
"Unknown, New Hampshire",44.5279057,-71.3925563
"Atlantic, New Jersey",39.5333379,-74.6868815
"Bergen, New Jersey",40.9262762,-74.07701
"Burlington, New Jersey",40.071222,-74.86488729999999
"Camden, New Jersey",39.9259463,-75.1196199
"Cape May, New Jersey",38.9351125,-74.90600529999999
"Cumberland, New Jersey",39.2587106,-75.06111469999999
"Essex, New Jersey",40.7947466,-74.2648829
"Gloucester, New Jersey",39.7103023,-75.1078332
"Hudson, New Jersey",40.7453199,-74.05351259999999
"Hunterdon, New Jersey",40.56695149999999,-74.92087719999999
"Mercer, New Jersey",40.3028533,-74.7337069
"Middlesex, New Jersey",40.572603,-74.4926541
"Monmouth, New Jersey",40.2589455,-74.12399599999999
"Morris, New Jersey",40.8336038,-74.54632819999999
"Ocean, New Jersey",39.9652553,-74.3118212
"Passaic, New Jersey",40.8567662,-74.1284764
"Salem, New Jersey",39.5717796,-75.46714229999999
"Somerset, New Jersey",40.497604,-74.48848679999999
"Sussex, New Jersey",41.20981769999999,-74.6076614
"Union, New Jersey",40.6595001,-74.2883536
"Unknown, New Jersey",40.0583238,-74.4056612
"Warren, New Jersey",40.6342489,-74.50047959999999
"Bernalillo, New Mexico",35.30004,-106.5511369
"Catron, New Mexico",34.1515173,-108.4276047
"Chaves, New Mexico",33.4757392,-104.4723301
"Cibola, New Mexico",35.0947557,-107.8583868
"Colfax, New Mexico",36.5799757,-104.4723301
"Curry, New Mexico",34.5751567,-103.2663479
"Doña Ana, New Mexico",32.3930808,-106.8157813
"Eddy, New Mexico",32.4170622,-104.4723301
"Grant, New Mexico",35.14726,-107.8514466
"Guadalupe, New Mexico",34.8235801,-104.8454619
"Harding, New Mexico",35.8925537,-103.8216261
"Hidalgo, New Mexico",31.93552,-108.7125791
"Lea, New Mexico",32.8968816,-103.3587288
"Lincoln, New Mexico",33.4920276,-105.3838716
"Los Alamos, New Mexico",35.8800364,-106.3031138
"Luna, New Mexico",33.8189419,-108.9545153
"McKinley, New Mexico",35.71524720000001,-108.2377519
"Otero, New Mexico",32.6341716,-105.5943388
"Quay, New Mexico",34.9339503,-103.7605204
"Rio Arriba, New Mexico",36.6162892,-106.7234639
"Roosevelt, New Mexico",33.9538388,-103.3587288
"San Juan, New Mexico",36.3882439,-108.2377519
"San Miguel, New Mexico",35.5117793,-104.8454619
"Sandoval, New Mexico",35.6020667,-106.7234639
"Santa Fe, New Mexico",35.6869752,-105.937799
"Sierra, New Mexico",33.13459600000001,-107.1011931
"Socorro, New Mexico",34.0583995,-106.8914159
"Taos, New Mexico",36.4072485,-105.5730665
"Torrance, New Mexico",34.6784317,-105.9699878
"Union, New Mexico",35.091084,-106.559374
"Valencia, New Mexico",34.6743674,-106.6291304
"Albany, New York",42.6525793,-73.7562317
"Allegany, New York",42.0900647,-78.4941887
"Broome, New York",42.4916563,-74.2883536
"Cattaraugus, New York",42.32922870000001,-78.86809029999999
"Cayuga, New York",42.9189555,-76.7263397
"Chautauqua, New York",42.209774,-79.4668445
"Chemung, New York",42.00840729999999,-76.6238369
"Chenango, New York",42.4972314,-75.62080879999999
"Clinton, New York",43.0484029,-75.3785034
"Columbia, New York",40.74088,-74.004434
"Cortland, New York",42.6011813,-76.1804843
"Delaware, New York",41.7682361,-75.0026972
"Dutchess, New York",41.7237046,-73.9198589
"Erie, New York",42.9023958,-78.8661589
"Essex, New York",44.3100511,-73.3526277
"Franklin, New York",42.3406373,-75.1651689
"Fulton, New York",40.7098694,-74.00702540000002
"Genesee, New York",42.0469596,-78.2703951
"Greene, New York",42.3292408,-75.7699147
"Hamilton, New York",40.8213605,-73.9473024
"Herkimer, New York",43.0256259,-74.9859889
"Jefferson, New York",42.4813303,-74.6102591
"Lewis, New York",44.27502700000001,-73.5655742
"Livingston, New York",42.1424234,-73.77791619999999
"Madison, New York",40.7787935,-73.9603039
"Monroe, New York",41.3046016,-74.1827119
"Montgomery, New York",41.5275938,-74.23681599999999
"Nassau, New York",40.6546145,-73.55941279999999
"New York City, New York",40.7127753,-74.0059728
"Niagara, New York",43.0962143,-79.0377388
"Oneida, New York",43.0925684,-75.65129309999999
"Onondaga, New York",43.026819,-76.17837390000001
"Ontario, New York",43.2209426,-77.2833793
"Orange, New York",42.3401767,-77.03341790000002
"Orleans, New York",33.9671065,-118.350286
"Oswego, New York",43.4553461,-76.5104973
"Otsego, New York",42.5779779,-75.06111469999999
"Putnam, New York",41.4351069,-73.7948516
"Rensselaer, New York",42.6425794,-73.742898
"Rockland, New York",41.1489458,-73.98300290000002
"Saratoga, New York",43.0324245,-73.93598209999999
"Schenectady, New York",42.8142432,-73.9395687
"Schoharie, New York",42.6659087,-74.3095787
"Schuyler, New York",42.3796425,-76.8720961
"Seneca, New York",42.8466914,-77.0794705
"St. Lawrence, New York",44.4473142,-74.930206
"Steuben, New York",42.321027,-77.3783789
"Suffolk, New York",40.9848784,-72.61511689999999
"Sullivan, New York",41.6897493,-74.7805192
"Tioga, New York",42.1256317,-76.3637285
"Tompkins, New York",42.4575747,-76.5488232
"Ulster, New York",41.8586493,-74.3118212
"Warren, New York",42.8874053,-74.9442585
"Washington, New York",40.7308228,-73.997332
"Wayne, New York",42.4709046,-77.1055262
"Westchester, New York",41.1220194,-73.7948516
"Wyoming, New York",42.8264498,-78.0897329
"Yates, New York",43.3348181,-78.4069732
"Alamance, North Carolina",36.0351361,-79.48585489999999
"Alexander, North Carolina",35.6987805,-82.6365922
"Alleghany, North Carolina",36.4940839,-81.1196075
"Anson, North Carolina",34.9054732,-80.1875065
"Ashe, North Carolina",36.4339674,-81.47183869999999
"Avery, North Carolina",36.1198414,-81.909826
"Beaufort, North Carolina",34.7182174,-76.6638186
"Bertie, North Carolina",36.0245185,-76.964306
"Bladen, North Carolina",34.5882404,-78.5660852
"Brunswick, North Carolina",34.0275398,-78.2020387
"Buncombe, North Carolina",35.59313770000001,-82.4752757
"Burke, North Carolina",35.7616931,-81.73494199999999
"Cabarrus, North Carolina",35.4168123,-80.5882803
"Caldwell, North Carolina",35.9227448,-81.5596427
"Camden, North Carolina",36.3281287,-76.1717689
"Carteret, North Carolina",34.9019263,-76.5488232
"Caswell, North Carolina",36.3860217,-79.29021329999999
"Catawba, North Carolina",35.70735579999999,-81.07563449999999
"Chatham, North Carolina",35.7211289,-79.17806999999999
"Cherokee, North Carolina",35.4770574,-83.3205859
"Chowan, North Carolina",36.1354131,-76.6181655
"Clay, North Carolina",35.2095936,-80.8623892
"Cleveland, North Carolina",35.7331953,-80.6770111
"Columbus, North Carolina",35.25316979999999,-82.1970584
"Craven, North Carolina",35.0877672,-77.0564464
"Cumberland, North Carolina",34.9542604,-78.74762079999999
"Currituck, North Carolina",36.4465659,-76.0142968
"Dare, North Carolina",35.6549619,-75.62080879999999
"Davidson, North Carolina",35.4993031,-80.8486846
"Davie, North Carolina",35.9367033,-80.5882803
"Duplin, North Carolina",34.8840095,-78.0195387
"Durham, North Carolina",35.9940329,-78.898619
"Edgecombe, North Carolina",35.8840053,-77.6536125
"Forsyth, North Carolina",36.1200003,-80.1875065
"Franklin, North Carolina",35.1823171,-83.3815429
"Gaston, North Carolina",35.2895651,-81.20781640000001
"Gates, North Carolina",36.4202077,-76.6874701
"Graham, North Carolina",36.0690258,-79.4005756
"Granville, North Carolina",36.2799451,-78.6114999
"Greene, North Carolina",35.5013936,-77.69941969999999
"Guilford, North Carolina",36.0899873,-79.8296743
"Halifax, North Carolina",36.328486,-77.5894199
"Harnett, North Carolina",35.34528,-78.7925
"Haywood, North Carolina",35.624394,-82.99316069999999
"Henderson, North Carolina",36.3294305,-78.39920099999999
"Hertford, North Carolina",36.1901579,-76.4660519
"Hoke, North Carolina",35.0432488,-79.24511489999999
"Hyde, North Carolina",35.3777712,-76.17837390000001
"Iredell, North Carolina",35.8310501,-80.89865019999999
"Jackson, North Carolina",36.3895976,-77.4213614
"Johnston, North Carolina",35.4403514,-78.3842227
"Jones, North Carolina",35.0306293,-77.3324425
"Lee, North Carolina",35.4693744,-79.1548533
"Lenoir, North Carolina",35.9140196,-81.5389849
"Lincoln, North Carolina",35.4637028,-81.20781640000001
"Macon, North Carolina",36.4387585,-78.0838809
"Madison, North Carolina",36.385415,-79.959485
"Martin, North Carolina",35.8733053,-77.1485163
"McDowell, North Carolina",35.6984405,-82.08429009999999
"Mecklenburg, North Carolina",35.2632655,-80.8543847
"Mitchell, North Carolina",36.0277763,-82.1496049
"Montgomery, North Carolina",35.3587922,-79.87448359999999
"Moore, North Carolina",35.3674493,-79.4703885
"Nash, North Carolina",35.9597948,-77.973865
"New Hanover, North Carolina",34.2154913,-77.88245959999999
"Northampton, North Carolina",36.4159635,-77.4242972
"Onslow, North Carolina",34.6540094,-77.4701972
"Orange, North Carolina",36.0263022,-79.1096901
"Pamlico, North Carolina",35.1337865,-76.6874701
"Pasquotank, North Carolina",36.2927068,-76.317414
"Pender, North Carolina",34.5170729,-77.8367282
"Perquimans, North Carolina",36.1329763,-76.4100267
"Person, North Carolina",36.3528221,-78.9288242
"Pitt, North Carolina",35.5589221,-77.4242972
"Polk, North Carolina",35.2686842,-82.1713632
"Randolph, North Carolina",35.7449531,-79.8296743
"Richmond, North Carolina",35.003045,-79.7848422
"Robeson, North Carolina",34.6383858,-79.1096901
"Rockingham, North Carolina",34.9393201,-79.7739457
"Rowan, North Carolina",35.6303455,-80.54384499999999
"Rutherford, North Carolina",35.4258737,-81.909826
"Sampson, North Carolina",34.9197548,-78.3842227
"Scotland, North Carolina",34.8451203,-79.4703885
"Stanly, North Carolina",35.30145540000001,-80.23213129999999
"Stokes, North Carolina",36.4244396,-80.23213129999999
"Surry, North Carolina",36.3743453,-80.6770787
"Swain, North Carolina",35.4328955,-83.46435509999999
"Transylvania, North Carolina",35.2190534,-82.7778579
"Tyrrell, North Carolina",35.8925537,-76.17837390000001
"Union, North Carolina",35.9103736,-79.0476448
"Vance, North Carolina",36.3479057,-78.4297187
"Wake, North Carolina",35.8031909,-78.5660852
"Warren, North Carolina",36.4352131,-78.0195387
"Washington, North Carolina",35.54655169999999,-77.0521742
"Watauga, North Carolina",36.1941825,-81.73494199999999
"Wayne, North Carolina",35.3565499,-77.973865
"Wilkes, North Carolina",36.202858,-81.2518833
"Wilson, North Carolina",35.7212689,-77.9155395
"Yadkin, North Carolina",36.2023597,-80.6770787
"Yancey, North Carolina",35.888897,-82.34518899999999
"Barnes, North Dakota",46.926176,-98.12223379999999
"Benson, North Dakota",48.088634,-99.4648442
"Bottineau, North Dakota",48.8272301,-100.4456984
"Bowman, North Dakota",46.1830618,-103.3949061
"Burke, North Dakota",48.7704377,-102.4633691
"Burleigh, North Dakota",47.0448552,-100.5049676
"Cass, North Dakota",47.071168,-97.12155790000001
"Dickey, North Dakota",46.5369203,-98.4678716
"Divide, North Dakota",48.80561540000001,-103.582951
"Dunn, North Dakota",47.2121625,-102.72602
"Eddy, North Dakota",47.6963964,-98.88718159999999
"Emmons, North Dakota",46.2061318,-100.2953039
"Foster, North Dakota",47.4991972,-98.874618
"Grand Forks, North Dakota",47.9252568,-97.0328547
"Grant, North Dakota",46.3951108,-101.5535564
"Griggs, North Dakota",47.3876664,-98.25542949999999
"Kidder, North Dakota",46.8766313,-99.7506856
"LaMoure, North Dakota",46.3571915,-98.2945434
"McHenry, North Dakota",48.38146709999999,-100.7008406
"McIntosh, North Dakota",46.054323,-99.376592
"McKenzie, North Dakota",47.7714179,-103.4122495
"McLean, North Dakota",47.6185079,-101.131122
"Mercer, North Dakota",47.4769315,-100.7433009
"Morton, North Dakota",46.6683872,-101.1621736
"Mountrail, North Dakota",48.2169859,-102.326433
"Nelson, North Dakota",47.9519514,-98.1259898
"Oliver, North Dakota",47.1217918,-101.342985
"Pembina, North Dakota",48.9663765,-97.2436761
"Pierce, North Dakota",48.0379438,-100.0575335
"Ramsey, North Dakota",48.3076017,-98.7287191
"Ransom, North Dakota",46.4937656,-97.6257919
"Renville, North Dakota",48.8582263,-101.6334298
"Richland, North Dakota",46.1546779,-96.89586560000001
"Rolette, North Dakota",48.66083279999999,-99.841533
"Sargent, North Dakota",46.1089195,-97.61524179999999
"Sheridan, North Dakota",47.5391971,-100.2844016
"Sioux, North Dakota",46.0941044,-100.6278508
"Slope, North Dakota",46.4129398,-103.5021012
"Stark, North Dakota",46.8250004,-102.6554727
"Steele, North Dakota",46.85470650000001,-99.91593809999999
"Stutsman, North Dakota",46.939184,-98.99091390000001
"Traill, North Dakota",47.4636775,-97.1256368
"Unknown, North Dakota",47.5514926,-101.0020119
"Walsh, North Dakota",48.3777874,-97.75288719999999
"Ward, North Dakota",48.21474509999999,-101.5805256
"Wells, North Dakota",47.5217126,-99.57518449999999
"Williams, North Dakota",48.432044,-103.2923954
"Unknown, Northern Mariana Islands",0,0
"Adams, Ohio",38.8907822,-83.5070203
"Allen, Ohio",40.769946,-84.14351359999999
"Ashland, Ohio",40.8686675,-82.3182178
"Ashtabula, Ohio",41.8650534,-80.7898089
"Athens, Ohio",39.3292396,-82.1012554
"Auglaize, Ohio",40.5781556,-84.3542049
"Belmont, Ohio",40.0292374,-81.0389883
"Brown, Ohio",38.9092089,-83.8473015
"Butler, Ohio",39.440463,-84.5222189
"Carroll, Ohio",39.7989528,-82.7010016
"Champaign, Ohio",40.10258169999999,-83.804868
"Clark, Ohio",39.8912092,-83.67739279999999
"Clermont, Ohio",39.0928449,-84.1857115
"Clinton, Ohio",40.9267224,-81.63040219999999
"Columbiana, Ohio",40.88839309999999,-80.69396429999999
"Coshocton, Ohio",40.2720151,-81.8595756
"Crawford, Ohio",40.8268068,-82.99316069999999
"Cuyahoga, Ohio",41.433923,-81.67582
"Darke, Ohio",40.1056572,-84.68974949999999
"Defiance, Ohio",41.2844933,-84.3557802
"Delaware, Ohio",40.2986724,-83.067965
"Erie, Ohio",42.0668852,-81.3399414
"Fairfield, Ohio",39.3454673,-84.5603187
"Fayette, Ohio",41.6733839,-84.3268925
"Franklin, Ohio",39.5589474,-84.30410739999999
"Fulton, Ohio",41.5719341,-84.14351359999999
"Gallia, Ohio",38.8619254,-82.34518899999999
"Geauga, Ohio",41.4641521,-81.20781640000001
"Greene, Ohio",39.697399,-83.8897057
"Guernsey, Ohio",40.0731129,-81.42789839999999
"Hamilton, Ohio",39.3995008,-84.5613355
"Hancock, Ohio",41.0273131,-83.67739279999999
"Hardin, Ohio",40.704961,-83.67739279999999
"Harrison, Ohio",39.2536967,-84.7915999
"Henry, Ohio",41.3659897,-84.01674229999999
"Highland, Ohio",39.3445075,-83.5974203
"Hocking, Ohio",39.4909358,-82.4752757
"Holmes, Ohio",40.5540928,-81.909826
"Huron, Ohio",41.3950489,-82.55517329999999
"Jackson, Ohio",39.0520169,-82.6365536
"Jefferson, Ohio",41.7386662,-80.7698066
"Knox, Ohio",40.459564,-82.3017728
"Lake, Ohio",42.0668852,-81.3399414
"Lawrence, Ohio",38.6232686,-82.5185837
"Licking, Ohio",40.1460895,-82.4752757
"Logan, Ohio",39.5400672,-82.4070986
"Lorain, Ohio",41.452819,-82.1823746
"Lucas, Ohio",40.7050579,-82.4182204
"Madison, Ohio",41.7711633,-81.049819
"Mahoning, Ohio",40.9871753,-80.7214417
"Marion, Ohio",40.5886699,-83.1285242
"Medina, Ohio",41.143245,-81.8552196
"Meigs, Ohio",39.1659099,-81.8973589
"Mercer, Ohio",40.59405479999999,-84.68974949999999
"Miami, Ohio",39.5105334,-84.73087679999999
"Monroe, Ohio",39.44033599999999,-84.3621634
"Montgomery, Ohio",39.7620028,-84.3542049
"Morgan, Ohio",39.6521907,-81.8224362
"Morrow, Ohio",39.3545046,-84.1271568
"Muskingum, Ohio",39.9478393,-81.9534815
"Noble, Ohio",39.7465639,-81.42789839999999
"Ottawa, Ohio",41.0192185,-84.0471666
"Paulding, Ohio",41.1381051,-84.5805082
"Perry, Ohio",41.7603259,-81.1409322
"Pickaway, Ohio",39.687828,-82.99316069999999
"Pike, Ohio",39.0439615,-84.24105170000001
"Portage, Ohio",41.3267189,-83.6507668
"Preble, Ohio",39.7778251,-84.68974949999999
"Putnam, Ohio",41.0540759,-84.1857115
"Richland, Ohio",40.7566723,-82.5185837
"Ross, Ohio",39.3122782,-84.65050339999999
"Sandusky, Ohio",41.4561754,-82.71168209999999
"Scioto, Ohio",39.732728,-83.0170818
"Seneca, Ohio",41.1585179,-83.1649001
"Shelby, Ohio",40.88144519999999,-82.6618424
"Stark, Ohio",40.8684676,-81.2518833
"Summit, Ohio",41.0918991,-81.5596427
"Trumbull, Ohio",41.3064984,-80.7214417
"Tuscarawas, Ohio",40.3947887,-81.4070577
"Union, Ohio",39.9976772,-83.00857479999999
"Van Wert, Ohio",40.8694927,-84.58412229999999
"Vinton, Ohio",38.9764655,-82.3415421
"Warren, Ohio",41.2375569,-80.81841659999999
"Washington, Ohio",39.4626397,-81.47183869999999
"Wayne, Ohio",40.7588598,-81.9534815
"Williams, Ohio",41.55076020000001,-84.5222189
"Wood, Ohio",39.21802539999999,-84.3866064
"Wyandot, Ohio",40.8471492,-83.33618799999999
"Adair, Oklahoma",36.4367575,-95.2713584
"Alfalfa, Oklahoma",35.218889,-98.606944
"Atoka, Oklahoma",34.3859257,-96.12832519999999
"Beaver, Oklahoma",36.81613710000001,-100.5198713
"Beckham, Oklahoma",35.2687266,-99.634135
"Blaine, Oklahoma",35.8825489,-98.3964938
"Bryan, Oklahoma",33.902127,-96.3226072
"Caddo, Oklahoma",34.1267595,-96.26332289999999
"Canadian, Oklahoma",35.5593784,-98.04651849999999
"Carter, Oklahoma",35.2189409,-99.50564650000001
"Cherokee, Oklahoma",35.8994729,-94.976654
"Choctaw, Oklahoma",35.4975625,-97.2689212
"Cimarron, Oklahoma",36.7936335,-102.6216211
"Cleveland, Oklahoma",36.3100688,-96.4641886
"Coal, Oklahoma",34.568577,-96.2800864
"Comanche, Oklahoma",34.6612778,-98.3964938
"Cotton, Oklahoma",34.309094,-98.3964938
"Craig, Oklahoma",36.7571907,-95.1432068
"Creek, Oklahoma",35.8362494,-96.3226072
"Custer, Oklahoma",35.6710818,-98.92453429999999
"Delaware, Oklahoma",36.7786985,-95.6394227
"Dewey, Oklahoma",36.7959193,-95.9355387
"Garfield, Oklahoma",36.4361392,-97.87216
"Garvin, Oklahoma",33.9539972,-94.9424443
"Grady, Oklahoma",35.0472662,-97.87216
"Grant, Oklahoma",35.4733994,-97.5035321
"Greer, Oklahoma",34.9338651,-99.456155
"Harper, Oklahoma",36.8203755,-99.634135
"Haskell, Oklahoma",35.8203784,-95.674149
"Hughes, Oklahoma",35.1380279,-96.3226072
"Jackson, Oklahoma",34.5834576,-99.456155
"Jefferson, Oklahoma",34.1672949,-97.87216
"Johnston, Oklahoma",34.2855117,-96.62106109999999
"Kay, Oklahoma",36.8234478,-97.179026
"Kingfisher, Oklahoma",35.861432,-97.9317203
"Kiowa, Oklahoma",34.7206515,-95.89915859999999
"Latimer, Oklahoma",34.835035,-95.3102505
"Le Flore, Oklahoma",34.8984359,-94.9818513
"Lincoln, Oklahoma",35.6342646,-96.83509989999999
"Logan, Oklahoma",35.9404623,-97.5247243
"Love, Oklahoma",33.985839,-97.2221421
"Major, Oklahoma",36.3479671,-98.5281613
"Marshall, Oklahoma",36.1539272,-97.6256045
"Mayes, Oklahoma",36.2322429,-95.3102505
"McClain, Oklahoma",35.0282316,-97.4814163
"McCurtain, Oklahoma",35.1498196,-94.97078909999999
"McIntosh, Oklahoma",35.3466151,-95.6457951
"Murray, Oklahoma",34.4383273,-97.0498442
"Muskogee, Oklahoma",35.7478769,-95.3696909
"Noble, Oklahoma",35.1392357,-97.394753
"Nowata, Oklahoma",36.700645,-95.6380341
"Okfuskee, Oklahoma",35.4878871,-96.3226072
"Oklahoma, Oklahoma",35.6038323,-97.35165579999999
"Okmulgee, Oklahoma",35.6266957,-95.9515399
"Osage, Oklahoma",36.2928497,-96.4158527
"Ottawa, Oklahoma",36.7710787,-94.81059549999999
"Pawnee, Oklahoma",36.3378321,-96.8039232
"Payne, Oklahoma",36.1449988,-97.0068393
"Pittsburg, Oklahoma",34.7131522,-95.84998979999999
"Pontotoc, Oklahoma",34.7685043,-96.663812
"Pottawatomie, Oklahoma",35.275439,-97.0068393
"Pushmataha, Oklahoma",34.4820384,-95.3102505
"Rogers, Oklahoma",36.3898068,-95.6457951
"Seminole, Oklahoma",35.2245201,-96.67057299999999
"Sequoyah, Oklahoma",36.3728917,-95.5622252
"Stephens, Oklahoma",34.5203466,-97.87216
"Texas, Oklahoma",36.8301318,-101.4339148
"Tillman, Oklahoma",34.4478348,-98.92453429999999
"Tulsa, Oklahoma",36.1539816,-95.99277500000001
"Wagoner, Oklahoma",35.9595442,-95.36941159999999
"Washington, Oklahoma",35.0589583,-97.4844761
"Washita, Oklahoma",35.3234027,-98.92453429999999
"Woods, Oklahoma",36.7181862,-98.7481167
"Woodward, Oklahoma",36.4336481,-99.3903862
"Baker, Oregon",44.7748748,-117.8343848
"Benton, Oregon",44.6281686,-123.3873877
"Clackamas, Oregon",45.4076205,-122.5703692
"Clatsop, Oregon",46.0210796,-123.7653042
"Columbia, Oregon",45.9197103,-123.0357231
"Coos, Oregon",43.242897,-124.105737
"Crook, Oregon",44.0978126,-120.0963654
"Curry, Oregon",42.54405029999999,-124.2781762
"Deschutes, Oregon",44.1565074,-121.2555881
"Douglas, Oregon",43.1260694,-123.2492364
"Grant, Oregon",44.4384077,-118.8917326
"Harney, Oregon",43.1423225,-119.0116305
"Hood River, Oregon",45.7067985,-121.528087
"Jackson, Oregon",42.334535,-122.7646577
"Jefferson, Oregon",44.7195662,-123.0103708
"Josephine, Oregon",42.3447572,-123.4568737
"Klamath, Oregon",42.69527670000001,-121.6142133
"Lake, Oregon",45.311753,-117.2095619
"Lane, Oregon",43.9610092,-122.6618227
"Lincoln, Oregon",44.609549,-123.9423591
"Linn, Oregon",44.4099768,-122.53401
"Malheur, Oregon",43.2653375,-118.8443002
"Marion, Oregon",44.8446393,-122.5927411
"Morrow, Oregon",45.4514124,-119.6243921
"Multnomah, Oregon",45.5145659,-122.5863211
"Polk, Oregon",44.9266528,-123.4919256
"Sherman, Oregon",45.4122013,-120.753042
"Tillamook, Oregon",45.4562158,-123.8440137
"Umatilla, Oregon",45.9173549,-119.3425179
"Union, Oregon",45.2084696,-117.8652126
"Wallowa, Oregon",45.5701445,-117.5282416
"Wasco, Oregon",45.5917918,-120.698113
"Washington, Oregon",45.5469616,-123.1386021
"Yamhill, Oregon",45.3415045,-123.1878238
"Adams, Pennsylvania",39.8522417,-77.2864879
"Allegheny, Pennsylvania",40.4450813,-80.0087746
"Armstrong, Pennsylvania",40.8790518,-79.4703885
"Beaver, Pennsylvania",40.6953437,-80.30478459999999
"Bedford, Pennsylvania",40.0186921,-78.50390689999999
"Berks, Pennsylvania",40.3451566,-75.9927652
"Blair, Pennsylvania",40.4531318,-78.3842227
"Bradford, Pennsylvania",41.9564953,-78.649163
"Bucks, Pennsylvania",40.4107964,-75.2479061
"Butler, Pennsylvania",40.8611755,-79.89533279999999
"Cambria, Pennsylvania",40.4894231,-78.74762079999999
"Cameron, Pennsylvania",41.4261564,-78.1564432
"Carbon, Pennsylvania",40.901975,-75.667356
"Centre, Pennsylvania",40.8765649,-77.8367282
"Chester, Pennsylvania",39.849557,-75.3557457
"Clarion, Pennsylvania",41.2147851,-79.3853218
"Clearfield, Pennsylvania",41.0272796,-78.4391876
"Clinton, Pennsylvania",41.3331937,-77.6536125
"Columbia, Pennsylvania",40.0337085,-76.50440979999999
"Crawford, Pennsylvania",41.6661391,-80.2767327
"Cumberland, Pennsylvania",40.1299841,-77.2405153
"Dauphin, Pennsylvania",40.3673093,-76.9310859
"Delaware, Pennsylvania",39.907793,-75.3878525
"Elk, Pennsylvania",41.4284924,-78.5660852
"Erie, Pennsylvania",42.12922409999999,-80.085059
"Fayette, Pennsylvania",39.9272324,-79.6502105
"Forest, Pennsylvania",39.7254911,-76.0885011
"Franklin, Pennsylvania",41.3978358,-79.8314437
"Fulton, Pennsylvania",39.9048759,-78.1564432
"Greene, Pennsylvania",39.8113005,-80.1875065
"Huntingdon, Pennsylvania",40.48479589999999,-78.0102813
"Indiana, Pennsylvania",40.6214551,-79.15253489999999
"Jefferson, Pennsylvania",39.9300749,-80.0589461
"Juniata, Pennsylvania",40.5521642,-77.4242972
"Lackawanna, Pennsylvania",41.4421199,-75.5742467
"Lancaster, Pennsylvania",40.0378755,-76.3055144
"Lawrence, Pennsylvania",40.3064774,-80.128901
"Lebanon, Pennsylvania",40.3409251,-76.4113497
"Lehigh, Pennsylvania",40.6519679,-75.5742467
"Luzerne, Pennsylvania",41.2856365,-75.9010304
"Lycoming, Pennsylvania",41.2720004,-77.10249019999999
"McKean, Pennsylvania",41.9968852,-80.1433144
"Mercer, Pennsylvania",41.2270025,-80.2397852
"Mifflin, Pennsylvania",40.5695217,-77.4027674
"Monroe, Pennsylvania",41.0458376,-75.2479061
"Montgomery, Pennsylvania",40.2290075,-75.3878525
"Montour, Pennsylvania",41.02623029999999,-76.6874701
"Northampton, Pennsylvania",40.6862075,-75.4968501
"Northumberland, Pennsylvania",40.8917519,-76.7974653
"Perry, Pennsylvania",40.371376,-77.2405153
"Philadelphia, Pennsylvania",39.9525839,-75.1652215
"Pike, Pennsylvania",41.3361875,-75.06111469999999
"Potter, Pennsylvania",41.6682559,-77.8367282
"Schuylkill, Pennsylvania",40.2616522,-75.7361028
"Snyder, Pennsylvania",40.750748,-77.0564464
"Somerset, Pennsylvania",40.008411,-79.0780831
"Sullivan, Pennsylvania",41.4781004,-76.5025742
"Susquehanna, Pennsylvania",41.9436071,-75.5991789
"Tioga, Pennsylvania",41.9086848,-77.1330265
"Union, Pennsylvania",40.2635838,-76.8878467
"Venango, Pennsylvania",41.3896611,-79.8296743
"Warren, Pennsylvania",41.8439486,-79.1450445
"Washington, Pennsylvania",40.17396,-80.2461714
"Wayne, Pennsylvania",40.0415996,-75.3698895
"Westmoreland, Pennsylvania",40.2353963,-79.4703885
"Wyoming, Pennsylvania",41.3117471,-75.83741739999999
"York, Pennsylvania",39.9625984,-76.727745
"Adjuntas, Puerto Rico",18.1634848,-66.723158
"Aguada, Puerto Rico",18.3801579,-67.188704
"Aguadilla, Puerto Rico",18.4274454,-67.1540698
"Aguas Buenas, Puerto Rico",18.2568989,-66.1029442
"Aibonito, Puerto Rico",18.140702,-66.2596811
"Anasco, Puerto Rico",18.2854476,-67.1402935
"Arecibo, Puerto Rico",18.444247,-66.6464068
"Arroyo, Puerto Rico",17.9925084,-66.05458229999999
"Barceloneta, Puerto Rico",18.4547057,-66.5383891
"Barranquitas, Puerto Rico",18.1866242,-66.3062802
"Bayamon, Puerto Rico",18.389396,-66.1653224
"Cabo Rojo, Puerto Rico",18.0875347,-67.14699639999999
"Caguas, Puerto Rico",18.2387995,-66.035249
"Camuy, Puerto Rico",18.451728,-66.85357490000001
"Canovanas, Puerto Rico",18.3748748,-65.8997533
"Carolina, Puerto Rico",18.3736316,-65.9630925
"Catano, Puerto Rico",18.4465355,-66.1355775
